,text,emotion
3221,"Well , it's not how much , but what I'm going to buy that matters . I'm going ski shopping !",happiness
3222,Cool ! Can I come ?,happiness
3223,Billy ...,sadness
3224,Cool ! But isn't that a hot air popcorn popper ?,happiness
3225,The beans will burn . I know . I've tasted burnt coffee before ... yuck !,happiness
3227,It's Chinese New Year ! That means it's time to eat hot pot !,happiness
3231,Lamb and beef . It will get even tastier when we add the veggies !,happiness
3232,So ?,surprise
3233,Wow ! Your fruit looks really fresh ! How much are these apples ?,happiness
3234,"Hmm , 250NT is ... 8 dollars ? ! ! And you can't even eat them ? You're crazy !",surprise
3236,"30,000 NT for ginseng ? ! Do I have to buy a whole jin ?",surprise
3240,"Yeah , and meet other drivers of the same car !",happiness
3241,Cool !,happiness
3242,"I know girls love this kind of car . Look , it's got a sunroof ! Imagine ... a cool , starry night ...",happiness
3243,"Good Morning , Mrs . Schmidt ! I see you're standing on your head again .",happiness
3245,"Whoa ! Oh , no !",surprise
3246,Oops !,surprise
3249,Thank you for your help .,happiness
3250,Not at all .,happiness
3251,"Are you riding ? You have to install an anti-virus software on your computer . If not , you will be attacked by viruses , and it can lead your computer into failure .",surprise
3253,The beans will burn . I know . I've tasted burnt coffee before ... yuck !,happiness
3254,Donna ? Well . She is about 20 . She is very lovely and I think you will like her . What about Paul ?,happiness
3256,"Oh , there Isn't ? Oh , no .",surprise
3257,"Let me guess , Mocha , Mandheling , and Santos !",happiness
3260,"thank you , I'll wait here .",happiness
3262,"Ok , thank you .",happiness
3263,Thank you .,happiness
3264,Sounds good . May I come over tomorrow to take a look ?,happiness
3266,"Good , May I have your name , please ?",happiness
3268,"Yes , certainly . I'll be back in a minute.Here you are .",happiness
3269,"Thanks . Let me see . I think there's a mistake on the bill here . Would you mind checking , please ?",happiness
3272,"Don't tell me you're a salsa expert , too !",surprise
3274,Super . How long will I have to sit under the Hot Cap ?,happiness
3275,Really ? What can I do ?,surprise
3276,No problem !,happiness
3277,Really ? What can I do ?,surprise
3279,"Sure , it is 80 yuan in all and you have to give me another coupon .",happiness
3282,Thank you .,happiness
3283,Really ? What time and which restaurant ?,surprise
3287,I am sorry . I am very tired . I'm going to bed early .,sadness
3288,"No , I ’ m sorry . I'm going to meet some friends tomorrow evening . And I'm in a hurry now .",sadness
3289,I'm afraid she's out .,sadness
3292,Thank you for your help .,happiness
3294,"No problem , sir .",happiness
3297,"Thank you , bye .",happiness
3302,"Excuse me , I ’ Ve been waiting my main dish for quite a time .",anger
3303,"Are you kidding ? The meter says 15 dollars , doesn't it ?",surprise
3305,I am glad to hear that .,happiness
3306,"Thank you , I ’ ll pay next then .",happiness
3307,"Oh , I must be going now ; it was nice talking with you .",happiness
3308,No kidding ! We have only 5 bottles of beer .,surprise
3312,Thanks . Would you give me another favor ?,happiness
3314,Until 8 o'clock madam . We are looking forward to seeing you .,happiness
3315,"Certainly , just a moment , sir .",happiness
3316,"Excuse me , would you tell me how to return to Hilton Hotel . I'm afraid I lost my way .",sadness
3317,"Toilets are in the rear , I am afraid all the toilets are fully occupied at the moment .",sadness
3318,"What ? Oh , what we live ! Thank you very much for your help , miss .",surprise
3321,Are you sure ? Then I'd love more beer please,surprise
3322,I'm afraid I have to return this sweater .,sadness
3323,"No , thank you .",happiness
3325,Caterpillar fungus ? ! What the heck is that ?,surprise
3327,It's perfect ! It's a Dilbert tie !,happiness
3328,A fly-away tie ! What a riot !,happiness
3331,"Boy oh , boy ! This is so cool . Let's rock and roll !",happiness
3333,OK !,happiness
3334,Wow ! You look just as dorky as Dilbert !,happiness
3336,I ’ m terribly sorry . May I have your order again ? I'll get it right away .,sadness
3337,I'm sorry . I must have made a mistake . I'll bring them for you at once .,sadness
3338,Sorry . I'm afraid we can't . But you may order something else instead .,sadness
3339,"Oh , really ? Give me a clam soup .",surprise
3345,"Oh , yes .",surprise
3346,"Here you are , sir . Pay the cashier at the door .",happiness
3347,"Oh , really . I like hot food . So what is your recommendation for me ?",happiness
3348,Thank you .,happiness
3350,Thanks a lot .,happiness
3351,Not at all .,happiness
3352,I am awfully sorry but there are no vacancies left now . Would you like to wait for a moment ?,sadness
3353,I am sorry for making you wait so long . Now there is a table available in non-smoking section . Please follow me .,sadness
3355,All right . I'll bring your soup right away .,happiness
3356,"Yes , but dinner was excellent",happiness
3358,Thank you very much sir .,happiness
3361,"No , really , it feels great .",happiness
3363,"That sounds perfect . Do you think I can get some highlights today , too ? I've always wanted red .",happiness
3364,"Great . My assistant will wash your hair , and then I'll be back to help you .",happiness
3367,So ?,surprise
3371,It's your fault for mixing the two broths !,anger
3372,Really ? That's wonderful . Can you wait a second ? I need to change .,surprise
3373,Oh ? Isn't that like her .,surprise
3374,Thank you .,happiness
3381,I think that's what I want . How much is it ?,happiness
3383,"No , that should be it . Thank you !",happiness
3384,"No , I'm sorry we don't . We accept credit cards and cash .",sadness
3385,Thank you .,happiness
3388,"No , ties . And there's a tie store . Let's go !",happiness
3389,Really ? What's that ?,surprise
3392,Really ? What's that ?,surprise
3394,You have a good taste . It's very much in style this year .,happiness
3395,Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ...,happiness
3396,They're so much fun to eat . You can suck all the coating off first ...,happiness
3398,Hey ! The movie hasn't even started and they're almost gone !,surprise
3399,Fine ! I'll be back by nine then . Don't worry .,happiness
3400,Those are the ones that are pre-dipped in sweet coating !,surprise
3401,"Oh , no ! My stub ! I can't believe it — I flushed it down the toilet !",surprise
3404,Awesome ! I'm in heaven . Let me help . They're so easy .,happiness
3406,Hey ! What's that smell ? Are you burning the toast ?,happiness
3407,"Yes , very much . Which one is the latest ?",happiness
3408,Thank you for your help .,happiness
3410,"Sorry , madam . We have stopped selling those kinds of eggs for a week .",sadness
3411,"Oh , My God ! That's terrible .",sadness
3412,"Sure , this way please .",happiness
3416,I'm afraid there isn't .,sadness
3419,We ’ Ve been looking around for many hours.What on earth are you looking for ?,anger
3420,Really ? Let ’ s go there .,surprise
3421,Certainly.How do you like to have it made ?,happiness
3422,Ok then . See you next weekend .,happiness
3423,"Thank you , bye !",happiness
3424,"No problem , sir .",happiness
3425,Thank you .,happiness
3426,You have a very good taste . It's our best seller .,happiness
3427,Really ?,surprise
3428,"Sure ! Look , it suits you well .",surprise
3431,It's my pleasure . I think this pair of jeans will suit the sweater well .,happiness
3433,"Yeah . Oh , it's delicious !",happiness
3434,Really ?,surprise
3435,"Definitely . It's a wonderful meal . Thank you , Honey .",surprise
3436,"If you like to help me do the dishes , I'll be more dreadful .",happiness
3438,Ahhs ! I'm beat !,happiness
3439,What happened to you ? You look like you got hit by a tornado !,surprise
3440,Cool !,happiness
3441,Wow ! It's a fruit sculpture ! Your chef is a real artist !,happiness
3442,You did ? Wow ! Where did you learn ... ?,surprise
3443,"Sorry , but I've gotta run . Enjoy your food , and ring the service button if you need anything else !",happiness
3445,Thank you.But it is too bright for me .,happiness
3446,"Sorry , it had been sold out .",sadness
3447,What a pity !,sadness
3448,"Um ... Uh ... I'm just looking , thanks .",happiness
3449,"No , no , no . I'm just browsing . Thanks anyway .",happiness
3450,Don't you have one like this in blue ?,surprise
3451,No.That ' s all .,happiness
3453,Well ... the beer sounds good !,happiness
3455,"Quite often . It is very convenient , saving me a lot of time .",happiness
3456,It is so nice of you .,happiness
3458,Thank you . I'll be sure to take a look .,happiness
3462,The compact ? Why do you think that one is better than the others ?,surprise
3463,This website offers very convenient air tickets booking service . It is quick and accurate .,happiness
3464,That would be convenient . They might as well ask him to fix the electrical wiring . The circuit breakers keep going out all the time . It ’ s really annoying !,anger
